Frequency, Chain
1, POP POP POP POP POP POP SWAP6 SWAP7 POP JUMPDEST
1, POP POP POP JUMPDEST POP POP POP SWAP1 SSTORE POP
1, POP POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 DUP4 SWAP1 SWAP2 AND SWAP2 SWAP4 BALANCE AND DUP2 SWAP1 SUB EXP
1, POP POP SSTORE SWAP1 DUP2 POP
1, POP JUMPDEST JUMPDEST JUMPDEST JUMPDEST SUICIDE AND
1, POP POP POP POP POP JUMPDEST POP POP POP POP POP CALL DUP4 DUP9 DUP6 DUP2 DUP2 DUP2 DUP3 SWAP1 DUP4 SWAP1
1, POP POP JUMPDEST POP SSTORE SWAP1 OR MUL DUP4 SWAP1 AND NOT MUL SUB EXP
1, SWAP1 POP POP POP POP SWAP4 DUP3 POP SSTORE SWAP1 DUP2 POP
1, SWAP1 POP POP POP POP SWAP4 POP POP POP POP JUMPDEST
1, POP POP POP JUMPDEST POP POP SSTORE SWAP1 AND NOT MUL
1, SWAP1 SSTORE DUP2 OR CALLER AND OR
1, POP POP POP POP POP SWAP5 SWAP6 SWAP3 POP JUMPDEST
1, POP POP POP POP POP POP POP POP POP LOG1 SWAP1 SUB SWAP2 DUP1 MLOAD
1, SWAP1 JUMPDEST POP DUP1 POP SWAP1 POP POP POP POP POP JUMPDEST
1, DUP5 SWAP2 ADD
1, POP POP SWAP2 SWAP3 POP SSTORE SWAP1 DUP3 SHA3 SWAP1
1, POP POP POP POP POP POP LOG3 SWAP1 SUB SWAP2 DUP1 MLOAD
1, DUP9 SWAP1 SWAP2 AND SWAP3 SWAP1
1, POP POP POP SSTORE SWAP1 OR SWAP2 SWAP1 AND NOT
1, POP POP POP POP POP POP LOG1 SWAP1 ADD SWAP2 SWAP1 SUB SWAP1 DUP2 SWAP2 SWAP3
1, POP SWAP1 SWAP2 POP POP JUMPDEST POP JUMPDEST
1, POP JUMPDEST SSTORE SWAP1 AND NOT MUL
1, POP POP POP POP POP POP POP POP POP JUMPDEST SSTORE SWAP1 OR DUP5 AND NOT
1, POP SWAP1 SWAP2 SSTORE SWAP1 OR
1, POP POP POP POP SWAP4 SWAP5 POP POP SSTORE DUP2 OR CALLER AND NOT
1, DUP5 SWAP1 AND
1, SWAP1 POP JUMPDEST POP SWAP2 POP POP POP POP POP JUMPDEST
1, POP POP POP POP SWAP4 SWAP5 SWAP2 POP JUMPDEST RETURN SWAP1 ADD
1, POP POP POP JUMPDEST SSTORE SWAP1 DUP2 ADD
1, POP LOG2 SWAP1 ADD SUB SWAP1 DUP3 SWAP3
1, POP POP POP SSTORE DUP2 AND NOT
1, DUP5 SWAP2 AND SUB EXP
1, POP JUMPDEST LOG3 SWAP1 DUP3 SWAP1
1, POP SWAP1 SWAP2 POP POP POP JUMPDEST POP SWAP4 SSTORE SWAP2 SWAP1 OR MUL SWAP3 SWAP1 ADD DUP2 SWAP1
1, POP POP POP POP JUMPDEST POP POP POP POP SWAP3 CALL SUB GAS
1, SWAP1 POP SWAP1 CREATE
1, POP POP POP POP POP SSTORE SWAP1 MUL SUB
1, POP POP POP SSTORE ADD DUP4
1, POP SWAP1 SWAP2 POP POP POP JUMPDEST POP SWAP4 DUP3 JUMPDEST POP POP POP
1, POP POP POP SWAP3 SWAP4 POP JUMPDEST JUMPDEST POP SSTORE SWAP1 DUP2 POP
1, POP JUMPDEST STOP JUMPDEST
1, POP POP JUMPDEST LOG3 SWAP1 ADD
1, POP SSTORE SWAP1 OR SWAP2 SWAP1 SWAP2 AND NOT SUB EXP
